Part Identifier,Part Name,Source Dataset(s),Issue Type,Description,Suggested Action
OCR 2A,OCR 2A,Schematic (CornerRollers/StandardOutsideCornerRoller/schematic_data.json),Not Implemented,Schematic hotspot part_id='OCR 2A' has no SKU assigned. Name: 'OCR 2A'.,Assign correct SKU to this schematic hotspot part entry.
OCR 2C,OCR 2C,Schematic (CornerRollers/StandardOutsideCornerRoller/schematic_data.json),Not Implemented,Schematic hotspot part_id='OCR 2C' has no SKU assigned. Name: 'OCR 2C'.,Assign correct SKU to this schematic hotspot part entry.
OCR 3A,OCR 3A,Schematic (CornerRollers/StandardOutsideCornerRoller/schematic_data.json),Not Implemented,Schematic hotspot part_id='OCR 3A' has no SKU assigned. Name: 'OCR 3A'.,Assign correct SKU to this schematic hotspot part entry.
OCR 2D,OCR 2D,Schematic (CornerRollers/StandardOutsideCornerRoller/schematic_data.json),Not Implemented,Schematic hotspot part_id='OCR 2D' has no SKU assigned. Name: 'OCR 2D'.,Assign correct SKU to this schematic hotspot part entry.
OCR 5,OCR 5,Schematic (CornerRollers/StandardOutsideCornerRoller/schematic_data.json),Not Implemented,Schematic hotspot part_id='OCR 5' has no SKU assigned. Name: 'OCR 5'.,Assign correct SKU to this schematic hotspot part entry.
FA 301,FA 301,"Schematic (CornerRollers/StandardOutsideCornerRoller/schematic_data.json, Pumps/MudPump/schematic_data.json, Pumps/TallBoyMudPump/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FA 301' has no SKU assigned. Name: 'FA 301'.,Assign correct SKU to this schematic hotspot part entry.
FA327,FA327,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json, SmoothingBlades/TomahawkSmoothingBlades/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FA327' has no SKU assigned. Name: 'FA327'.,Assign correct SKU to this schematic hotspot part entry.
AB46,AB46,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB46' has no SKU assigned. Name: 'AB46'.,Assign correct SKU to this schematic hotspot part entry.
AB43,AB43,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB43' has no SKU assigned. Name: 'AB43'.,Assign correct SKU to this schematic hotspot part entry.
AB47,AB47,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB47' has no SKU assigned. Name: 'AB47'.,Assign correct SKU to this schematic hotspot part entry.
FA272,FA272,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json, Handles/ClosetMonster/schematic_data.json, SmoothingBlades/TomahawkSmoothingBlades/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FA272' has no SKU assigned. Name: 'FA272'.,Assign correct SKU to this schematic hotspot part entry.
FFB4A,FFB4A,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB4A' has no SKU assigned. Name: 'FFB4A'.,Assign correct SKU to this schematic hotspot part entry.
FFB4B,FFB4B,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB4B' has no SKU assigned. Name: 'FFB4B'.,Assign correct SKU to this schematic hotspot part entry.
HFBB14-10,HFBB14-10,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='HFBB14-10' has no SKU assigned. Name: 'HFBB14-10'.,Assign correct SKU to this schematic hotspot part entry.
FFB4C,FFB4C,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json, Nailspotters/Nailspotter/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB4C' has no SKU assigned. Name: 'FFB4C'.,Assign correct SKU to this schematic hotspot part entry.
FFB38,FFB38,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json, Nailspotters/Nailspotter/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB38' has no SKU assigned. Name: 'FFB38'.,Assign correct SKU to this schematic hotspot part entry.
AB3A LEFT,AB3A LEFT,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB3A LEFT' has no SKU assigned. Name: 'AB3A LEFT'.,Assign correct SKU to this schematic hotspot part entry.
FFB8,FFB8,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB8' has no SKU assigned. Name: 'FFB8'.,Assign correct SKU to this schematic hotspot part entry.
AB42,AB42,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB42' has no SKU assigned. Name: 'AB42'.,Assign correct SKU to this schematic hotspot part entry.
FA318,FA318,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FA318' has no SKU assigned. Name: 'FA318'.,Assign correct SKU to this schematic hotspot part entry.
AB52,AB52,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB52' has no SKU assigned. Name: 'AB52'.,Assign correct SKU to this schematic hotspot part entry.
FA260,FA260,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, Handles/FlatBoxHandle/schematic_data.json, Nailspotters/Nailspotter/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FA260' has no SKU assigned. Name: 'FA260'.,Assign correct SKU to this schematic hotspot part entry.
FFB5A,FFB5A,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB5A' has no SKU assigned. Name: 'FFB5A'.,Assign correct SKU to this schematic hotspot part entry.
AB40,AB40,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB40' has no SKU assigned. Name: 'AB40'.,Assign correct SKU to this schematic hotspot part entry.
AB41,AB41,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB41' has no SKU assigned. Name: 'AB41'.,Assign correct SKU to this schematic hotspot part entry.
AB50,AB50,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB50' has no SKU assigned. Name: 'AB50'.,Assign correct SKU to this schematic hotspot part entry.
AB48,AB48,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB48' has no SKU assigned. Name: 'AB48'.,Assign correct SKU to this schematic hotspot part entry.
AB51,AB51,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB51' has no SKU assigned. Name: 'AB51'.,Assign correct SKU to this schematic hotspot part entry.
FFB41,FFB41,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB41' has no SKU assigned. Name: 'FFB41'.,Assign correct SKU to this schematic hotspot part entry.
FFB40-10,FFB40-10,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB40-10' has no SKU assigned. Name: 'FFB40-10'.,Assign correct SKU to this schematic hotspot part entry.
FA393,FA393,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FA393' has no SKU assigned. Name: 'FA393'.,Assign correct SKU to this schematic hotspot part entry.
FFB12,FFB12,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB12' has no SKU assigned. Name: 'FFB12'.,Assign correct SKU to this schematic hotspot part entry.
FFB35,FFB35,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB35' has no SKU assigned. Name: 'FFB35'.,Assign correct SKU to this schematic hotspot part entry.
FFB37,FFB37,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB37' has no SKU assigned. Name: 'FFB37'.,Assign correct SKU to this schematic hotspot part entry.
FFB44,FFB44,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB44' has no SKU assigned. Name: 'FFB44'.,Assign correct SKU to this schematic hotspot part entry.
AB54,AB54,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB54' has no SKU assigned. Name: 'AB54'.,Assign correct SKU to this schematic hotspot part entry.
FFB11,FFB11,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB11' has no SKU assigned. Name: 'FFB11'.,Assign correct SKU to this schematic hotspot part entry.
FFB18,FFB18,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB18' has no SKU assigned. Name: 'FFB18'.,Assign correct SKU to this schematic hotspot part entry.
FA328,FA328,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FA328' has no SKU assigned. Name: 'FA328'.,Assign correct SKU to this schematic hotspot part entry.
AB3A RIGHT,AB3A RIGHT,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB3A RIGHT' has no SKU assigned. Name: 'AB3A RIGHT'.,Assign correct SKU to this schematic hotspot part entry.
FFB2-10,FFB2-10,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB2-10' has no SKU assigned. Name: 'FFB2-10'.,Assign correct SKU to this schematic hotspot part entry.
FFB2A,FFB2A,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB2A' has no SKU assigned. Name: 'FFB2A'.,Assign correct SKU to this schematic hotspot part entry.
AB1,AB1,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='AB1' has no SKU assigned. Name: 'AB1'.,Assign correct SKU to this schematic hotspot part entry.
FA230,Columbia #6 Star Washer (FA230),"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FA230' has no SKU assigned. Name: 'Columbia #6 Star Washer (FA230)'.,Assign correct SKU to this schematic hotspot part entry.
FFB24-10,FFB24-10,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB24-10' has no SKU assigned. Name: 'FFB24-10'.,Assign correct SKU to this schematic hotspot part entry.
FFB10-10,FFB10-10,Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB10-10' has no SKU assigned. Name: 'FFB10-10'.,Assign correct SKU to this schematic hotspot part entry.
FFB19,FFB19,"Schematic (FinishingBoxes/AutomaticFlatBox/schematic_data.json, FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB19' has no SKU assigned. Name: 'FFB19'.,Assign correct SKU to this schematic hotspot part entry.
FF8 32,FF8 32,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FF8 32' has no SKU assigned. Name: 'FF8 32'.,Assign correct SKU to this schematic hotspot part entry.
FF8 12,FF8 12,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FF8 12' has no SKU assigned. Name: 'FF8 12'.,Assign correct SKU to this schematic hotspot part entry.
FFB 16A,FFB 16A,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB 16A' has no SKU assigned. Name: 'FFB 16A'.,Assign correct SKU to this schematic hotspot part entry.
FF8 19,FF8 19,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FF8 19' has no SKU assigned. Name: 'FF8 19'.,Assign correct SKU to this schematic hotspot part entry.
FA 233,Columbia 6-32 Nyloc Nut (FA233),"Schematic (FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FA 233' has no SKU assigned. Name: 'Columbia 6-32 Nyloc Nut (FA233)'.,Assign correct SKU to this schematic hotspot part entry.
FFB 2S-10,FFB 2S-10,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB 2S-10' has no SKU assigned. Name: 'FFB 2S-10'.,Assign correct SKU to this schematic hotspot part entry.
FF8A 10-10,FF8A 10-10,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FF8A 10-10' has no SKU assigned. Name: 'FF8A 10-10'.,Assign correct SKU to this schematic hotspot part entry.
HFFB 1A,HFFB 1A,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='HFFB 1A' has no SKU assigned. Name: 'HFFB 1A'.,Assign correct SKU to this schematic hotspot part entry.
FF8 4C,FF8 4C,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FF8 4C' has no SKU assigned. Name: 'FF8 4C'.,Assign correct SKU to this schematic hotspot part entry.
FFB 42,FFB 42,"Schematic (FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB 42' has no SKU assigned. Name: 'FFB 42'.,Assign correct SKU to this schematic hotspot part entry.
FFB SA,FFB SA,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB SA' has no SKU assigned. Name: 'FFB SA'.,Assign correct SKU to this schematic hotspot part entry.
FFB 16,FFB 16,"Schematic (FinishingBoxes/FatBoyBox/schematic_data.json, FinishingBoxes/FlatBox/schematic_data.json, Nailspotters/Nailspotter/schematic_data.json)",Not Implemented,Schematic hotspot part_id='FFB 16' has no SKU assigned. Name: 'FFB 16'.,Assign correct SKU to this schematic hotspot part entry.
HFB 17,HFB 17,Schematic (FinishingBoxes/FatBoyBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='HFB 17' has no SKU assigned. Name: 'HFB 17'.,Assign correct SKU to this schematic hotspot part entry.
FFB1B,FFB1B,Schematic (FinishingBoxes/FlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB1B' has no SKU assigned. Name: 'FFB1B'.,Assign correct SKU to this schematic hotspot part entry.
"HFFB14-10""","HFFB14-10""",Schematic (FinishingBoxes/FlatBox/schematic_data.json),Not Implemented,"Schematic hotspot part_id='HFFB14-10""' has no SKU assigned. Name: 'HFFB14-10""'.",Assign correct SKU to this schematic hotspot part entry.
"FFB40-10""","FFB40-10""",Schematic (FinishingBoxes/FlatBox/schematic_data.json),Not Implemented,"Schematic hotspot part_id='FFB40-10""' has no SKU assigned. Name: 'FFB40-10""'.",Assign correct SKU to this schematic hotspot part entry.
HFFB1-10',HFFB1-10',Schematic (FinishingBoxes/FlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='HFFB1-10'' has no SKU assigned. Name: 'HFFB1-10''.,Assign correct SKU to this schematic hotspot part entry.
FFB17,FFB17,Schematic (FinishingBoxes/FlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='FFB17' has no SKU assigned. Name: 'FFB17'.,Assign correct SKU to this schematic hotspot part entry.
HFFB4-10',HFFB4-10',Schematic (FinishingBoxes/FlatBox/schematic_data.json),Not Implemented,Schematic hotspot part_id='HFFB4-10'' has no SKU assigned. Name: 'HFFB4-10''.,Assign correct SKU to this schematic hotspot part entry.
