Brands,MPN,SKU,Name,Short description,Description,features,price_display,Regular price,Images
TapeTech,VBIFLEX100,18099,"VBIFLEX100 TapeTech 9.5"" x 4"" BIANKO MIDFLEXX Trowel","TapeTech BIANKO MIDFLEXX Venetian Trowel VBIFLEX100 Handcrafted in Italy, TapeTech BIANKO FLEX Venetian Trowel features beveled edges and a patented process to...","TapeTech BIANKO MIDFLEXX Venetian Trowel VBIFLEX100 Handcrafted in Italy, TapeTech BIANKO FLEX Venetian Trowel features beveled edges and a patented process to leave NO BLACK MARKS! The 0.5mm blade provides extra flex. The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.5mm Size: 9.5"" x 4"" (100mm x 240mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.5mm | Size: 9.5"" x 4"" (100mm x 240mm)",$108.00,108.0,https://www.shopamestools.com/Item_Images_AMES/18099_TapeTech240mmBIANKOVenetianTrowelMIDFLEXX_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18099_TapeTech240mmBIANKOVenetianTrowelMIDFLEXX_003.jpg
TapeTech,VBI120,18098,"VBI120 TapeTech 11"" x  4.75"" BIANKO Trowel","TapeTech BIANKO Venetian Trowel VBI110 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MAR...","TapeTech BIANKO Venetian Trowel VBI110 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Thickness: 0.6mm Size: 11"" x 4.75"" (110mm x 280mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Thickness: 0.6mm | Size: 11"" x 4.75"" (110mm x 280mm)",$113.00,113.0,https://www.shopamestools.com/Item_Images_AMES/18098_TapeTech280mmBIANKOVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18098_TapeTech280mmBIANKOVenetianTrowel_003.jpg
TapeTech,VBI100,18097,"VBI100 TapeTech 9.5"" x 4"" BIANKO Trowel","TapeTech BIANKO Venetian Trowel VBI100 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MAR...","TapeTech BIANKO Venetian Trowel VBI100 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Thickness: 0.6mm Size: 9.5"" x 4"" (100mm x 240mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Thickness: 0.6mm | Size: 9.5"" x 4"" (100mm x 240mm)",$109.00,109.0,https://www.shopamestools.com/Item_Images_AMES/18097_TapeTech240mmBIANKOVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18097_TapeTech240mmBIANKOVenetianTrowel_003.jpg
TapeTech,VBI080,18096,"VBI080 TapeTech 8"" x 3"" BIANKO  Trowel","TapeTech BIANKO Venetian Trowel VBI080 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MAR...","TapeTech BIANKO Venetian Trowel VBI080 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Thickness: 0.6mm Size: 8"" x 3"" (80mm x 200mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Thickness: 0.6mm | Size: 8"" x 3"" (80mm x 200mm)",$107.00,107.0,https://www.shopamestools.com/Item_Images_AMES/18096_TapeTech200mmBIANKOVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18096_TapeTech200mmBIANKOVenetianTrowel_003.jpg
TapeTech,TTCASE1618TT,17995,"TapeTech Trowel Wallet 16"" - 18""","TapeTech 16"" - 18"" Trowel Wallet TTCASE1618TT The perfect complement to your trowels.","TapeTech 16"" - 18"" Trowel Wallet TTCASE1618TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 16"" - 18"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 16"" - 18"" Length","600D Poly-Cloth | PVC Backing Plate | Velcro Closure | Durable Stitch Pattern | For Trowels 16"" - 18"" Length",$11.99,11.99,https://www.shopamestools.com/Item_Images_AMES/17995_TTCASE1618TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17995_TTCASE1618TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17995_TTCASE1618TT_003.jpg
TapeTech,TTCASE1416TT,17994,"TapeTech Trowel Wallet 14"" - 16""","TapeTech 14"" - 16"" Trowel Wallet TTCASE1416TT The perfect complement to your trowels.","TapeTech 14"" - 16"" Trowel Wallet TTCASE1416TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 14"" - 16"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 14"" - 16"" Length","600D Poly-Cloth | PVC Backing Plate | Velcro Closure | Durable Stitch Pattern | For Trowels 14"" - 16"" Length",$11.99,11.99,https://www.shopamestools.com/Item_Images_AMES/17994_TTCASE1416TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17994_TTCASE1416TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17994_TTCASE1416TT_003.jpg
TapeTech,TTCASE1214TT,17993,"TapeTech Trowel Wallet 12"" - 14""","TapeTech 12"" - 14"" Trowel Wallet TTCASE1214TT The perfect complement to your trowels.","TapeTech 12"" - 14"" Trowel Wallet TTCASE1214TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 12"" - 14"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 12"" - 14"" Length","600D Poly-Cloth | PVC Backing Plate | Velcro Closure | Durable Stitch Pattern | For Trowels 12"" - 14"" Length",$11.99,11.99,https://www.shopamestools.com/Item_Images_AMES/17993_TTCASE1214TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17993_TTCASE1214TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17993_TTCASE1214TT_003.jpg
TapeTech,TTCASE1012TT,17992,"TapeTech Trowel Wallet 10"" - 12""","TapeTech 10"" - 12"" Trowel Wallet TTCASE1012TT The perfect complement to your trowels.","TapeTech 10"" - 12"" Trowel Wallet TTCASE1012TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 10"" - 12"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 10"" - 12"" Length","600D Poly-Cloth | PVC Backing Plate | Velcro Closure | Durable Stitch Pattern | For Trowels 10"" - 12"" Length",$11.99,11.99,https://www.shopamestools.com/Item_Images_AMES/17992_TTCASE1012TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17992_TTCASE1012TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17992_TTCASE1012TT_003.jpg
TapeTech,TTCASE0810TT,17991,"TapeTech Trowel Wallet 8"" - 10""","TapeTech 8"" - 10"" Trowel Wallet TTCASE0810TT The perfect complement to your trowels.","TapeTech 8"" - 10"" Trowel Wallet TTCASE0810TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 8"" - 10"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 8"" - 10"" Length","600D Poly-Cloth | PVC Backing Plate | Velcro Closure | Durable Stitch Pattern | For Trowels 8"" - 10"" Length",$11.99,11.99,https://www.shopamestools.com/Item_Images_AMES/17991_TTCASE0810TT_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17991_TTCASE0810TT_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17991_TTCASE0810TT_003.jpg
TapeTech,TTGMCASE22,17990,"TapeTech 22"" Utility Gear Bag","22"" gate mouth gear bag to carry tools and accessories for drywall finishing. Multiple pockets inside and outside for storage.","22"" gate mouth gear bag to carry tools and accessories for drywall finishing. Multiple pockets inside and outside for storage. Large gate mouth opening with zippers to close.",,$34.99,34.99,https://www.shopamestools.com/Item_Images_AMES/17990_TTGMCASE22_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17990_TTGMCASE22_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17990_TTGMCASE22_003.jpg | https://www.shopamestools.com/Item_Images_AMES/17990_TTGMCASE22_004.jpg
TapeTech,TTCASE46H,17989,"TapeTech 46"" Hard Utility Case","TapeTech 46"" Hard Utility Case TTCASE46H 46″ hard case used to carry tools and accessories. Case is waterproof and lockable.","TapeTech 46"" Hard Utility Case TTCASE46H 46″ hard case used to carry tools and accessories. Case is waterproof and lockable. Will handle up to 5 premium finishing knives in various lengths. Will also carry a complete box set with 10″ and 12″ finishing box, 2 handles, filler adapter and pump.",,$169.99,169.99,https://www.shopamestools.com/Item_Images_AMES/17989_TTCASE46H_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17989_TTCASE46H_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17989_TTCASE46H_003.jpg | https://www.shopamestools.com/Item_Images_AMES/17989_TTCASE46H_004.jpg
TapeTech,BHE-SW,17988,TapeTech SideWinder Brakeless Flat Box Handle,The SideWinder is a brakeless box handle with rotating head that allows you to comfortably finish high horizontal joints by keeping the box and handle at the op...,"The SideWinder is a brakeless box handle with rotating head that allows you to comfortably finish high horizontal joints by keeping the box and handle at the optimal angle for performance. The SideWinder has the same features as our other brakeless handles with the added convenience of the rotating head. Features: 7 Position Rotating Head For Optimal Positioning of the Finishing Box Extends From 34"" to 60"" (86cm to 152cm) Attaches To All TapeTech And Most Other Brand Of Finishing Boxes Oversized Easy to Grip Star Knob Easy to Clean Fiberglass Construction Optimal Diameter For Gripping Dimensions: Length - 39.5"" Height - 5.25"" Width - 3.5"" Weight - 2.75lbs","7 Position Rotating Head For Optimal Positioning of the Finishing Box | Extends From 34"" to  60"" (86cm to 152cm) | Attaches To All TapeTech And Most Other Brand Of Finishing Boxes | Oversized Easy to Grip Star Knob | Easy to Clean Fiberglass Construction | Optimal Diameter For Gripping | Length - 39.5"" | Height - 5.25"" | Width - 3.5"" | Weight - 2.75lbs",$329.00,329.0,https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_001.jpg | https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_002.jpg | https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_003.jpg | https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_004.jpg | https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_005.jpg | https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_006.jpg | https://www.shopamestools.com/Item_Images_AMES/17988_Sidewinder_007.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/TTTBHESW_M.jpg
TapeTech,,72035,TapeTech ProMAXX Premium Finishing Knife Set,"TapeTech ProMAXX Finishing Knife Set TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industr...","TapeTech ProMAXX Finishing Knife Set TapeTech premium finishing knives give you a quality finish without the high mark up, one of the best values in the industry. Featuring a redesigned ergonomic grip profile to reduce fatigue and easily replaceable blades. The new handle adapter is more robust, providing quick angle adjustment and improved durability. TapeTech makes it possible for every finisher to achieve the best results without breaking the bank! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands Set Includes: 1 - TapeTech 7"" Premium Finishing Knife PFK07TT 1 - TapeTech 12"" Premium Finishing Knife PFK12TT 1 - TapeTech 14"" Premium Finishing Knife PFK14TT 1 - TapeTech 18"" Premium Finishing Knife PFK18TT 1 - TapeTech 24"" Premium Finishing Knife PFK24TT 1 - TapeTech 32"" Premium Finishing Knife PFK32TT 1 - TapeTech 40"" Premium Finishing Knife PFK40TT 1 - TapeTech 48"" Premium Finishing Knife PFK48TT 1 - TapeTech Finishing Knife Handle Adapter PFKHATT 1 - TapeTech Extendable Support Handle XHTT 1 - TapeTech Fiberglass Support Handle FHTT 1 - TapeTech 7"" Replacement Blade 2pk PFB07 1 - TapeTech 12"" Replacement Blade 2pk PFB12 1 - TapeTech 14"" Replacement Blade 2pk PFB14 1 - TapeTech 18"" Replacement Blade 2pk PFB18 1 - TapeTech 24"" Replacement Blade 2pk PFB24 1 - TapeTech 32"" Replacement Blade 2pk PFB32 1 - TapeTech 40"" Replacement Blade 2pk PFB40 1 - TapeTech 48"" Replacement Blade 2pk PFB48","Optimal Comfort, Control And Ergonomics | Molded Texture Provides Superior Grip | Stainless Steel Blade | 33% Lighter Than Competitive Brands | Blades Are Now Easily Replaceable | 49% Less Than Other Brands | 1 - TapeTech 7"" Premium Finishing Knife PFK07TT | 1 - TapeTech 12"" Premium Finishing Knife PFK12TT | 1 - TapeTech 14"" Premium Finishing Knife PFK14TT | 1 - TapeTech 18"" Premium Finishing Knife PFK18TT | 1 - TapeTech 24"" Premium Finishing Knife PFK24TT | 1 - TapeTech 32"" Premium Finishing Knife PFK32TT | 1 - TapeTech 40"" Premium Finishing Knife PFK40TT | 1 - TapeTech 48"" Premium Finishing Knife PFK48TT | 1 - TapeTech Finishing Knife Handle Adapter PFKHATT | 1 - TapeTech Extendable Support Handle XHTT | 1 - TapeTech Fiberglass Support Handle FHTT | 1 - TapeTech 7"" Replacement Blade 2pk PFB07 | 1 - TapeTech 12"" Replacement Blade 2pk PFB12 | 1 - TapeTech 14"" Replacement Blade 2pk PFB14 | 1 - TapeTech 18"" Replacement Blade 2pk PFB18 | 1 - TapeTech 24"" Replacement Blade 2pk PFB24 | 1 - TapeTech 32"" Replacement Blade 2pk PFB32 | 1 - TapeTech 40"" Replacement Blade 2pk PFB40 | 1 - TapeTech 48"" Replacement Blade 2pk PFB48","$1,516.99",1516.99,https://www.shopamestools.com/Item_Images_AMES/72035_TapeTechSmoothingBladeKit_001.jpg
